"X.1","X","id","text","coder1.Sentiment....1.negative..0.neutral..1.positive.","coder1.Political...0.no..1.yes.","coder1.Ideology....1.liberal..0.neutral..1.conservative.","coder1.Immigration","coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder1.National.Security..Veterans..Military..Foreign.Terrorism.","coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder1.Education","coder1.Health.Care..Obamacare.","coder1.Governance","coder1.No.Policy.Content","coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder1.Asks.you.to.watch.something.share.something.follow.something","coder1.Misc..other.plea.for.action","coder1.Expresses.an.Opinion","coder1.coder","coder2.Sentiment....1.negative..0.neutral..1.positive.","coder2.Political...0.no..1.yes.","coder2.Ideology....1.liberal..0.neutral..1.conservative.","coder2.Immigration","coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.","coder2.National.Security..Veterans..Military..Foreign.Terrorism.","coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.","coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.","coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.","coder2.Education","coder2.Health.Care..Obamacare.","coder2.Governance","coder2.No.Policy.Content","coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign","coder2.Asks.you.to.watch.something.share.something.follow.something","coder2.Misc..other.plea.for.action","coder2.Expresses.an.Opinion","coder2.coder","src","created_at","coder.y","X1.x","id.x","id.y","hashtag.","at.","link","retweets","favorites","full.URL","source","date"
"NA","NA",7.74E+017,"News Update: Angela Merkels Loyalty Test for German Turks - Should the chancellor be questioning their patriot... https://t.co/VlMJx6qrdH",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/8/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.2E+017,"RT @oreillyfactor: Tonight on The Factor, @LindseyGrahamSC discusses his relationship with @realDonaldTrump.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/13/17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.22E+017,"About to speak with @CBS in just a few minutes about #InaugurationDay. #@CBSThisMorning",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/20/17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.94E+017,"I will do my best to bring people together, not pull them apart...lets make sure we win on Tuesday and prove that love trumps hate.",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/2/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.85E+017,"#News 'Apprentice' producer: There are 'far worse' tapes of Trump https://t.co/d0rird807j",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/9/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.83E+017,"This is critical.. https://t.co/DGcbEw7WwL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/4/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.12E+017,"Good morning Seinfeld fans and Happy Festivus everywhere! Today I'll have my annual #AiringofGrievances. Join me here throughout the day...",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/23/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.77E+017,"RT @USNatArchives: Tune now for our 10th Annual State of the #Constitution program w/ @RandPaul &amp; @JMMontpelier  https://t.co/QTZ0cu3CBF",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/15/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.85E+017,"#News First-Debate Losers Arent More Likely To Rebound In The Second Debate https://t.co/x8JDGBFxYr",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/9/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.89E+017,"#TrumpLies https://t.co/bXDxi9UDO4",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/18/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.95E+017,"Join me live in Hershey, Pennsylvania! #MakeAmericaGreatAgain LIVE: https://t.co/xEj6sZpb12 https://t.co/JWfGI1vlwW",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/4/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.81E+017,"RT @HillaryClinton: Tune in for a live conversation on making college affordable for all with Hillary and @BernieSanders at @UofNH  https:",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.74E+017,"Do all the good you can, for all the people you can, in all the ways you can, for as long as you can. https://t.co/d0KRFBYW98",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/8/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.17E+017,"I don't believe any American should give a whole lot of credibility to anything Julian Assange says. https://t.co/J8uyFYPSaw",-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/5/17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.81E+017,"News Update: Shimon Peres, the Realist Dreamer - Israel needs leaders like him who believed the country would f... https://t.co/CNgAlwXz6y",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.87E+017,"Beat the Badgers! #GoBucks O-H!",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/16/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.76E+017,"#Trump: ""The congresswomen like to hear wow. Makes your life a lot easier, right?"" https://t.co/4d15QW9G00",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/14/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.8E+017,"Trump can't win tonight's debate by lying to the American people. https://t.co/uRkyip3Rfe",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/26/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.75E+017,"Congratulations, @GeorgePBush, honored by University of Texas as an outstanding Young Alum at todays game #HookEm https://t.co/qzyBk71CTb",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/11/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.86E+017,"#News The Party That Loses This Year Could Still Win A Big Consolation Prize https://t.co/9RXUHEesEQ",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/12/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.87E+017,"TRUMP on his campaign: ""It's a campaign of truth, it really is.""FACT CHECK: Wrong. https://t.co/HfIlj2YhID https://t.co/xbrMFxKFV8",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/13/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.11E+017,"Bill Clinton reminds media that he won by a landslide in electoral college. Lets remember he won only 43 percent of the popular vote.",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/20/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.81E+017,"When we talk about public education it is no longer enough to talk about grades 1-12. We must talk about making college tuition free.",0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.14E+017,"Hurry over to Fox News! Will be on in a few minutes. Watch and your friends will give you money and prizes! Don't watch? You'll not sleep!",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.76E+017,"#News Independent Voters Are Overrated - Some election watchers treat independent voters like the golden key to... https://t.co/QdvWZw9BT3",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/15/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.94E+017,"RT @PatrickSvitek: .@TedCruz, cont'd.: ""Even if the Republican nominee wins the presidency, we still need a Republican Senate."" https://t.c",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/2/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.05E+017,"My first opportunity to attend this great event next weekend. https://t.co/Wrlma1YtjH",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/3/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.15E+017,"In so many ways, Ohio is developing the cutting-edge technologies of the future. Pleased to see our start-ups findi https://t.co/mIFH54YKYC",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/29/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.86E+017,"After #TrumpTapes released, @HillaryClinton's lead grows to double digits: https://t.co/8ulv109Gs4",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/10/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.79E+017,"""Is this the president we want for our daughters?"" https://t.co/JCU7v5VN2S",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/23/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.92E+017,"We must not let #CrookedHillary take her CRIMINAL SCHEME into the Oval Office. #DrainTheSwamp https://t.co/GtPkj4xIz6",-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.79E+017,"RT @tedcruz: Ive released 9 years of tax returns. RT if you agree its time for Donald Trump to release his! https://t.co/08whtFVC0r",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/23/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.86E+017,"#News Is This What It Looks Like When A Party Falls Apart? - In this weeks politics chat, we discuss the impli... https://t.co/lQvWtnQyCW",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/11/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.99E+017,"RT @SabrinaSiddiqui: Lindsey Graham tells reporters he wants to focus on ""common ground"" with Trump but will continue to make it known when",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/16/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.83E+017,"RT @HollandSpade: Thx @CommerceLex and @RandPaul for an informative Govt forum breakfast. https://t.co/ZVD8vtMEiL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/4/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.88E+017,"Celebrating the year of Cleveland with the @cavs Championship Trophy at the @OhioStatehouse today! https://t.co/bft7VDedop",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/18/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.73E+017,"@F_the_lying_MSM Help @realDonaldTrump #BuildTheWall https://t.co/MKQKRDoH2A",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/6/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.84E+017,"Talking about #VPDebate with @WMALDC",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/5/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.87E+017,"RT @BBCNews: ""Dark day"" if @realDonaldTrump wins US presidential election - @tomhanks

https://t.co/q4o5bZr5s2 https://t.co/Qd8Ax6CWJ2",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/13/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.74E+017,"RT @kelseyc00per: .@RandPaul in Lou now w/ @kyone_health talking addiction crisis and price hikes in EpiPens w/ fellow physicians https://t",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/9/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.84E+017,"Trump hasnt donated to the foundation since 2008, which means other donors bore the cost of his giving. https://t.co/zrAl1SJ7eY",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/5/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.03E+017,"@Kiko__Alonso played incredible yesterday. Having a ProBowl season.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.86E+017,"Go to https://t.co/VkVm51nWIY to see how much you and your family could save under Hillarys student debt plan.",1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/12/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.76E+017,"Keeping my pledge not to raise gas tax, focus on safety &amp; maintenance of existing transportation system.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/15/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.79E+017,"We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/21/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.92E+017,"Heading to New Hampshire. Will be talking about the disaster known as ObamaCare!",-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/28/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.73E+017,"@IanCory11 Help @realDonaldTrump #BuildTheWall https://t.co/MKQKRDoH2A",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/6/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.76E+017,"#TSA admits they lied. No Air Marshals on commercial flights to #Cuba. We should suspend flights until this happens. https://t.co/ECE7A15gW1",-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/15/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.83E+017,"We'll take the ticket that puts jobs, healthcare, and the economy first. #StrongForUs #VPDebate https://t.co/T3Zn4g21uy",1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/5/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.72E+017,"Our planet's future depends on the decisions we make now. RT if you agree it's time to combat climate change. https://t.co/cSUPgkMIqj",0,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/3/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.94E+017,"Whats on the ballot this year: Our future. Our security. Our values. Who we are as a country. https://t.co/3TKJ4H68Kz",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/1/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.81E+017,"This is crazy. After trying to delegitimize Obama's presidency now Trump says he did the country a favor. #debatenight",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/27/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.79E+017,"Statement from CTR President and North Carolina native @woodhouseb on Rep. @RobertPittengers racist remarks: https://t.co/by5U3VFr6N",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/23/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.77E+017,"@stevefranssen help @realDonaldTrump #BuildTheWall https://t.co/hgBen5kCWz",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/17/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.83E+017,"Happy Rosh Hashanah! Was just in Israel 10 days and reminded how much we owe to Jewish heritage.  Let's hope next POTUS respects Israel.",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/2/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.16E+017,"USS George H.W. Bush is returning to the fight against ISIS https://t.co/MQgnXMYSDf",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/3/17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.82E+017,"#NateSilver Election Update: Clintons Debate Performance Is Helping Her In Swing States https://t.co/EyVb2CTeog",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/30/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.79E+017,"RT @JustinBarasky: Trump's using his campaign to line his pockets. What else is new.
https://t.co/zFLryYDo00",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/22/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.76E+017,"Thank you Clive, Iowa! https://t.co/tuZ35BkD9J",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/13/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",8.21E+017,"Check out the latest news from Growth PAC https://t.co/dX474iBTKM",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/17/17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.82E+017,"Join me in Manheim, Pennsylvania on Saturday at 7pm! #TrumpRally Tickets: https://t.co/ADOGW34ctF https://t.co/LNWQZ9yUJy",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/29/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.78E+017,"RT @nobarriers2016: .@HillaryClinton knows that preserving long-standing partnerships like NATO will make America safer.https://t.co/f5oxFd",1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/20/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.84E+017,"RT @megynkelly: .@DLoesch on HRC receiving questions in advance: If you cant handle Steve Harvey, you cant handle Putin. Its completely",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/7/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.96E+017,"Watch Hillary deliver remarks on the election from New York City: https://t.co/MTRLzjN42x",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/9/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA",7.94E+017,"Donald Trump just got one of his only newspaper endorsements of this election...from the Ku Klux Klan. https://t.co/kT4BZFuSPJ",-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/3/16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
