,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src
157,RT @amandacarpenter: It's now a Cruz-Trump race with Kasich handicapping Cruz until he drops out.,756317483632619520,3/16/2016 1:55:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
158,RT @AudreyScagnelli: Enjoying a sunny day at @CARLYforAmerica's beautiful Exeter office. #Carly2016 #fitn https://t.co/wqoG0qvJ8S,661978794547253248,1/21/2016 15:39:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
159,"RT @catblackfrazier: THIS &gt; 
&lt;&lt; Nows the Time to Get Behind Ted Cruz &gt;&gt; https://t.co/AqRuNOzjax",7.5632E+17,3/12/2016 1:42:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
160,"RT @ChrisSnyderFox: Pro-Trump @GreatAmericaPAC releases new national TV ad attacking Clinton's leadership record, response to #Benghazi att",642368560283521024,7/25/2016 18:41:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
161,"RT @DebbieCanWeTalk: Heidi Cruz joins
Ladies, Can We Talk?
TONIGHT! Sun Jan 3
6-8pm CST
660AM The Answer
online: https://t.co/fh7HatLhU9
#t",636648334799712256,1/3/2016 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
162,"RT @FoxNews: .@CarlyFiorina on @GloriaSteinem comment: ""Liberal women have long said unless you agree with them, you don't count"" https://t",661661665771913216,2/9/2016 1:29:00,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
163,RT @gerfingerpoken: @tedcruz45 211 - #Texas Messes w/#Agenda21 -  Daniel John Sobieski - American Thinker http://t.co/XBEB6m2oVi    - #PJNE,676106819303944192,5/8/2015 18:59:00,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,christian,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
164,RT @GideonResnick: hmm https://t.co/OMrta0bHC7,623249456310452224,9/30/2016 13:02:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
165,"RT @HillaryClinton: In the face of terror, America doesnt panic or build walls or turn our back on our allies. This is time for us to lead",690579711840247808,3/23/2016 19:03:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
166,RT @HillaryClinton: Let's make it easier to raise a family in America. https://t.co/aoTlReHn6M https://t.co/C1gPS8uITf,728269555903029248,5/18/2016 17:46:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
167,"RT @HillaryClinton: Were not a country that cowers behind walls. We lead with purpose, and we prevail. https://t.co/KxKmbO3vL5",699773720257122304,6/2/2016 19:14:00,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Christopher,christianextra.chris
168,RT @jameshohmann: Christie's I'm-on-your-side close is Reaganesque.,605154158640013312,9/17/2015 15:34:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
169,"RT @jonfavs: Most closing arguments: Jobs! Change! Vote!
Trump's: I'm suing the New York Times for libel! https://t.co/H3OOhAQCA9",644534813056065536,10/14/2016 15:48:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
170,"RT @katysolt: @RealBenCarson ""I don't think toughness is determined by how loud you talk"" #SCPrimary",690197017340067840,2/17/2016 1:53:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
171,RT @kurteichenwald: The Trump tapes are horrible. But that Trump obtained Russian disinformation and recited it as fact is terrifying. http,755127271833243648,10/11/2016 14:19:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
172,RT @marcorubio: Glad to have @RepSeanDuffy join our growing team! We're working to make the American Dream a reality for more people than e,689561752883757056,10/21/2015 23:41:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
173,RT @NicholasJBique: @RealBenCarson nailed his opening statement #GOPDebate #Students4Carson,674629622684893184,12/16/2015 2:34:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
174,RT @PatrickSvitek: Here we are: @marcorubio's campaign is asking @tedcruz to repudiate robocalls that allegedly suggest Rubio is dropping o,776367734892265472,2/20/2016 21:03:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,christianextra.chris
175,RT @PounderFile: VIDEO: @marcorubio: That Is Conservatism https://t.co/OPNwLeiZUc,616050523481985024,2/7/2016 2:24:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Christopher,christianextra.chris
176,RT @RalstonReports: You don't think #wematter? Here's proof: https://t.co/Q5VylLDRXw,632384437158866944,1/19/2016 21:35:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
177,RT @RealBenCarson: America is a beacon of freedom and hope to the world. Millions of immigrants have come to our shores inspired by our ide,686717922643996672,2/4/2016 0:30:00,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
178,RT @RealBenCarson: https://t.co/pQZNIrQA6O,696157444653785088,11/4/2015 18:50:00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
179,RT @RealBenCarson: Officially filed today for #FITN New Hampshire Primary. Thanks to everyone who came to show their support! #BC2DC16 http,683716027004383232,11/20/2015 18:12:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
180,"RT @ReignitePromise: In all honesty, @realDonaldTrump has also failed very badly in a lot of deals. https://t.co/5aHKjFatvx #GOPDebate #CNN",644498812682174464,2/26/2016 3:18:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
181,"RT @SenMikeLee: I applaud the overwhelming, bipartisan majority in the House that passed #USAFreedom Act. Now, the Senate must act: http://",712584529303568384,5/14/2015 15:30:00,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,christianextra.chris
182,RT @ShaneGoldmacher: Cruz super PAC dropping nearly 400k illegal-immigration themed mailers this week in IA and SC https://t.co/uqrFq0bDjM,703255876111462400,1/12/2016 1:14:00,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,christianextra.chris
183,RT @TeamMarcoCA: ICYMI @marcorubio on @foxnews this morning. We Should Do Everything To Stop Iran Deal https://t.co/5gKZk8uVR7 #StopIranDea,786640900550107136,9/11/2015 16:06:00,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
184,"RT @TheChristianAmy: Carly Fiorina is the only candidates that offers a detailed, clear plan to any policy question. #CarlyForAmerica #GOPD",684076802503921664,12/16/2015 2:10:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
185,RT @TheFix: My brand spanking new ratings of the 2016 GOP field. https://t.co/8NDQ99VAOz https://t.co/mqhS123LQN,745043572282400768,1/3/2016 18:26:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
186,"RT @YahooPolitics: Looking at the Democratic Party's ""forgotten man,"" @MartinOMalley https://t.co/unbVjPe44D by @mattbai https://t.co/SMQhw",651867871728025600,11/5/2015 15:02:00,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
187,Ted Cruz's Time  http://t.co/m4kM7D6EFj via @EWErickson @RedState #2016,768277423045476352,8/17/2015 12:25:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
188,"The @GOP candidates want us to believe they are strong but when it comes to to @realdonaldtrump, theyre all weak.
https://t.co/MPxpVBrhEe",679007286325436416,12/17/2015 18:32:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
189,The GOP is now stuck in an identity crisis as Trump is the presumptive nominee. Shocking. https://t.co/h3BdByrdfw,656978735527100416,5/5/2016 17:06:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
190,Theres no evidence that proves Trump actually provided child care services for his employees. https://t.co/gna7GyUeyl,771784305882259456,8/15/2016 18:23:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
191,Today @CarlyFiorina will speak to thousands at @March_for_Life. Be sure to watch it live just after 12pm ET on https://t.co/OqZJ28Shnn,644315609140957184,1/22/2016 17:00:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Christopher,christianextra.chris
192,Today Jeb voluntarily released his tax records while Hillary had her emails released by court order. Transparency matters #Jeb2016,662283773455802368,7/1/2015 1:07:00,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Christopher,christianextra.chris
193,"Tonight in Austin, The Donald got desperate. Sad! #Trump https://t.co/wvrmgzM4Ct",676947593759453184,8/24/2016 2:43:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
194,Trump called himself the cleanest guy there is. Hes lying. https://t.co/RxUWNO5dh0,778279579760799744,9/2/2016 18:58:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
195,We know exactly how this eagle feels.  https://t.co/KnMuxvBqou,722160843769692160,12/9/2015 16:40:00,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
196,We sure did.  Check it out here: http://t.co/PbzNRGck0v #BailoutBush  https://t.co/GXbp0PsYbn,768977438403465216,6/23/2015 2:40:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christian,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Christopher,christianextra.chris
197,What regret? Donald Trump just proved he still doesnt get it on Judge Curiel and Khizr Khan https://t.co/mpUVpX270F,782381261310402560,8/26/2016 1:04:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,christianextra.chris
198,What you may have missed about the @GOP candidates' tax plans: https://t.co/ETn4gsNsYo via @jbarro,595996760327081984,11/3/2015 21:50:00,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Christopher,christianextra.chris
199,"When it comes to foreign policy, Rand Paul behaves like a velociraptor https://t.co/u46xbw81EB @RandPaul #StandWithRand",696868440192258048,12/21/2015 18:35:00,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christian,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,christianextra.chris
200,Who will win the election? #MAGA #Polls Spread the word so the MSM sees this!!!,760931950366457856,9/13/2016 16:20:00,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christian,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,christianextra.chris
201,".@BobbyJindal has ""the best record of conservative accomplishment..."" via @RedState https://t.co/ORbrCFHmS5 #IACaucus",700523561530867712,11/13/2015 22:15:32,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
202,".@CarlyFiorina ""Obamacare Is Failing. Heres What We Should Do"" https://t.co/eJhOIy6dad #Carly2016",664267793831997440,1/27/2016 19:30:03,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Christopher,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,emily,christopheremily
203,.@CarlyFiorina listens as a man explains why the free market is the best solution to our health care problems https://t.co/R3adTPQCDn,644283488649265152,12/19/2015 18:20:06,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Christopher,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,emily,christopheremily
204,.@GovernorPerry Arguably Shined On The Issue Of Illegal Immigration http://t.co/nNtQaxnsOI http://t.co/WgjH3o0OL0,783303410300837888,8/7/2015 20:03:14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
205,.@GuyCecil: One lesson the Republicans taught us about that is that waiting too long to take him on is a mistake. https://t.co/VBnAtGYMTu,778253441294532608,8/1/2016 18:42:03,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
206,".@HillaryClinton advocated ""Smart Power,"" rather than ""unilateralism and the so-called boots on the ground"" http://t.co/9skR1COlqx #HRC365",691833623339745280,8/29/2015 19:11:03,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
207,".@HillaryClinton is good for small businesses, good for Michigan, and good for America. #ImWithHer https://t.co/tcztiwoKuB",763556805217624064,8/11/2016 22:01:33,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
208,.@HillaryClinton pays tribute to women musicians in new @billboard essay: https://t.co/nmuKg4JsFS,760183832213540864,12/3/2015 18:28:30,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
209,.@HillaryClinton will fight any effort to privatize or weaken Medicare and Social Security. https://t.co/FCYlU0TfYC #DemTownHall,610869585148026880,2/19/2016 3:33:26,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Christopher,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,emily,christopheremily
210,.@HillaryClinton worked to reduce the number of nuclear missile launchers in the world. https://t.co/pXFAX6DzJz https://t.co/FGtebatJhA,695086820955181056,7/20/2016 0:52:50,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
211,.@HillaryClinton's preparations for #debatenight paid off. #SheWon https://t.co/zreQmlN3Y6,742427640536137728,9/27/2016 14:13:46,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
212,".@HouseBenghazi is using tax dollars in a bid to damage @HillaryClinton's campaign, according to @GOPleader: http://t.co/n6Br69NP1y",748316029869125632,9/30/2015 19:56:05,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
213,.@IAStartingLine endorses @HillaryClinton: https://t.co/ys4KC4s7DS https://t.co/mqk61GPdlf,629744631530528768,1/28/2016 18:30:17,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
214,".@Jdickerson: ""the response Walker has conjured rivals any Ive seen the other candidates receive this season"" http://t.co/NqmExpCAvq",650306521440612352,7/16/2015 17:42:37,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
215,.@RandPaul has only been asked one question. Let the man speak! #StandWithRand,701200330638413824,8/7/2015 2:14:21,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
216,.@randpaul wants us to believe he is for the middle class when it comes to income inequality but he voted AGAINST raising the minimum wage.,700730806172459008,11/11/2015 2:25:58,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,christopheremily
217,.@realDonaldTrump &amp; @tedcruz's responses to Brussels attacks aren't befitting of a pres. -@HillaryClinton https://t.co/TdXyPrMYC6,644316520034795520,3/24/2016 19:58:20,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
218,.@realDonaldTrump is far too divisive and dangerous to be our president. https://t.co/mb13rbQIlk,591666010509352960,9/16/2016 16:20:27,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
219,".@realDonaldTrump thinks his rallies are ""exciting.""

We think they're scary.

Watch: https://t.co/Cq4unQx0DW",625822374462500864,12/16/2015 22:13:04,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
220,.@ScottWalkers plan will get Washington out of the way and put taxpayers first. #Walker16 http://t.co/J3A9xLW0RW http://t.co/YSW7G6YFsL,692776725860593664,8/18/2015 16:00:02,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
221,".@tedcruz earns a ""Mostly False"" for his claim that Obama ""dramatically degraded our military"" https://t.co/1kAEEtAkZd",654431664978952192,1/29/2016 16:29:30,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Christopher,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
222,"""Can you trust the person who dropped his bags off in his new Senate office and started doing deals w/ Sen. Schumer?""~@KellyannePolls #Rubio",644339255666315264,12/16/2015 3:24:45,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
223,"""Every new revelation about Mr. #Trumps biz career shows that hes built his millionaires lifestyle on debt."" https://t.co/KcalDiA3IY",672482557473251328,10/4/2016 13:51:00,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
224,"@HillaryClinton has a better relationship with communities of color than... any other candidate"" https://t.co/xUfiZ37j3G",665291935448453120,2/19/2016 17:16:57,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Christopher,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
225,@LindaSuhler Get your FREE #CrookedHillary bumper sticker today! https://t.co/fPLtgFc5ix,740151607409528832,9/22/2016 19:31:21,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,christopheremily
226,#JebKnows what America and our generation need! http://t.co/mA1FzVAOYE,676966163935592448,6/16/2015 18:00:33,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
227,7 Times @reaDonaldTrump Lied about the Size of His Crowds: https://t.co/jRchV4JctD #TrumpLies,7.68E+17,8/11/2016 2:05:03,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
228,Bernie Sanders And His Supporters Weigh The Choices Before Them https://t.co/ayy4h0cu5E,664291072030277632,6/13/2016 18:45:17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
229,Check out @MartinOMalley tonight at 8:30 EDT as he takes the stage for the first #DemDebate on CNN! #NewLeadership,692539083424428032,10/13/2015 23:38:21,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,christopheremily
230,Cruz SuperPAC Chair Kellyanne Conway: Ted Cruz Leading in Texas; Rubio 3rd in Florida https://t.co/EfY37h5zUd,6.54E+17,2/25/2016 0:34:22,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
231,Day 4  Average American Can Stand @TedCruz for 4 Seconds: https://t.co/wrE7I0jBuB https://t.co/ifkP0qPZ7C,700357965539217408,12/15/2015 20:07:08,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,christopheremily
232,"Donald Trump is bringing hate, divisiveness and disrespect into our homes. Check out our new ad. https://t.co/1lmGBjO3cE",591371871897001984,10/4/2016 20:29:42,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,christopheremily
233,Experts agree: @HillaryClinton's Wall Street reform plan is the toughest. https://t.co/OnMmjh4ytb #DemDebate #ImWithHer,628957809560961024,4/15/2016 1:16:49,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Christopher,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,christopheremily
234,Former Oklahoma State Rep. Laura Boyd: Vote for @HillaryClinton on March 1. https://t.co/qikyeM53Z2 via @NormanNews,776822232861466624,2/18/2016 16:35:25,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
235,"Further proof that @realDonaldTrump is stunningly corrupt, via @Farenthold https://t.co/Zo2RogAvcS",627842880720257024,9/20/2016 15:24:14,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,christopheremily
