,text,id.x,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,src,id.y,created_at,hashtag.,at.,link,retweets,favorites,full.URL,source,date
413,RT @GordonEAlley: Please join our family in prayer for Ted Cruz. Sign up here: National Prayer Team | Cruz for President https://t.co/YLJ2q,669628005308755968,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,stankennedy.csv,669628005308755968,11/25/2015 21:25:32,0,@GordonEAlley,https://t.co/YLJ2q,0,0,0,tedcruz,11/25/2015 21:25:32
414,RT @GovChristie: I have always made clear my support for a tunnel plan that is viable &amp; fair to NJ taxpayers - and this proposal meets that,643904661850861568,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,eamonemily.csv,643904661850861568,9/15/2015 21:50:09,0,@GovChristie,0,23,0,0,ChrisChristie,9/15/2015 21:50:09
415,RT @greta: Rand Paul just ripped Cruz apart - essentially saying Cruz not honest about his position on amnesty/path to citizenship,692917829725769728,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692917829725769728,1/29/2016 3:50:59,0,@greta,0,0,0,0,RandPaul,1/29/2016 3:50:59
416,RT @GunOwners: GOA Chairman Tim Macy with presidential candidate Ted Cruz and Rep. Steve King (R-IA). #2A #gunowners https://t.co/ENszDYokkm,672906857325854720,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672906857325854720,12/4/2015 22:34:31,#2A #gunowners,@GunOwners,https://t.co/ENszDYokkm,0,0,0,tedcruz,12/4/2015 22:34:31
417,"RT @HallieJackson: .@tedcruz started debate night by unveiling plan to get rid of not just IRS, but depts of Energy, Ed, Commerce, HUD http",664287484730212352,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664287484730212352,11/11/2015 3:44:12,0,@HallieJackson,http,0,0,0,tedcruz,11/11/2015 3:44:12
418,"RT @healerhauler: Join our team! Sign up today for #Students4Carson! Click here: http://t.co/3Kj9mruTz2
https://t.co/NsBT1B8PBK",651789726773551104,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,stankennedy.csv,651789726773551104,10/7/2015 16:02:35,#Students4Carson,@healerhauler,http://t.co/3Kj9mruTz2 https://t.co/NsBT1B8PBK,0,0,0,RealBenCarson,10/7/2015 16:02:35
419,RT @heidiscruz: So wonderful to meet the @UTPB students who are starting a @CRNC club on campus! https://t.co/SnDiK2XlCE,673234118507806720,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673234118507806720,12/5/2015 20:14:56,0,@heidiscruz @UTPB @CRNC,https://t.co/SnDiK2XlCE,0,0,0,tedcruz,12/5/2015 20:14:56
420,RT @hgsigala: Let's show the billionaire class what a campaign #ByThePeople looks like on Tuesday by getting out the vote today! https://t.,711634886512218112,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711634886512218112,3/20/2016 19:25:53,#ByThePeople,@hgsigala,https://t,461,0,0,BernieSanders,3/20/2016 19:25:53
421,RT @HilaArbell: These fabulous ladies are ready to #HRCanvass for @HillaryClinton! #HILLYES #WErewithHer #IACaucus https://t.co/6YjK3tA1Ap,6.88E+17,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88E+17,1/16/2016 19:32:37,#HRCanvass #HILLYES #WErewithHer #IACaucus,@HilaArbell @HillaryClinton,https://t.co/6YjK3tA1Ap,0,0,0,HillaryClinton,1/16/2016 19:32:37
422,"RT @HillaryforNH: Let's go, New Hampshire! 

#603forHRC http://t.co/okR2jiMc22",645215456010346496,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645215456010346496,9/19/2015 12:38:46,#603forHRC,@HillaryforNH,http://t.co/okR2jiMc22,0,0,0,HillaryClinton,9/19/2015 12:38:46
423,RT @HillaryforNH: The numbers don't lie.  https://t.co/qAyU0hoi6Q #SOTU https://t.co/YpTdFsaa0h,687098156098674688,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687098156098674688,1/13/2016 2:25:40,#SOTU,@HillaryforNH,https://t.co/qAyU0hoi6Q https://t.co/YpTdFsaa0h,384,0,0,HillaryClinton,1/13/2016 2:25:40
424,RT @HillaryforSC: Hillary's here to talk about the power of good training. What's one thing you learned at your first job? #HillaryinSC htt,611186751340683264,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611186751340683264,6/17/2015 15:00:51,#HillaryinSC,@HillaryforSC,0,0,0,0,HillaryClinton,6/17/2015 15:00:51
425,"RT @HillaryforSC: How incredibly special--thank you for sharing your special day with us, @reveninperryman. This is why we do this.  https:",642779193898614784,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642779193898614784,9/12/2015 19:17:56,0,@HillaryforSC @reveninperryman,https,0,0,0,HillaryClinton,9/12/2015 19:17:56
426,"RT @hooverwhalen: There's a podium going unused in Vegas tomorrow night; @Lessig2016 would like to be standing behind it.
#Lessig2016
https",653658392603430912,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,eamonemily.csv,653658392603430912,10/12/2015 19:47:59,#Lessig2016,@hooverwhalen @Lessig2016,https,24,0,0,Lessig2016,10/12/2015 19:47:59
427,"RT @Hutch4Nevada: Are you receiving the #DailyKickoff email from the @marcorubio team every morning? Make sure you get it, here: https://t.",656605176569139200,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656605176569139200,10/20/2015 22:57:27,#DailyKickoff,@Hutch4Nevada @marcorubio,https://t,26,0,0,marcorubio,10/20/2015 22:57:27
428,RT @Hutch4Nevada: Incredible turn out for the @MarcoRubio meet-and-greet today. We're ready for a #NewAmericanCentury. #Rubio2016 http://t.,620280407657947136,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620280407657947136,7/12/2015 17:15:48,#NewAmericanCentury #Rubio2016,@Hutch4Nevada @MarcoRubio,http://t,74,0,0,marcorubio,7/12/2015 17:15:48
429,"RT @idaveprice: .@JohnKasich says he &amp; @ChuckGrassley r independent thinkers.Can't have 2many like them tho. Wld b ""chaos"" he jokes https:/",684065402364768256,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684065402364768256,1/4/2016 17:34:35,0,@idaveprice @ChuckGrassley,https:/,0,0,0,JohnKasich,1/4/2016 17:34:35
430,RT @idaveprice: Talking bbq biz. @RandPaul with Moe Cason. It smells ridiculously good in here. https://t.co/ExhQyGVEhL,689149009240391680,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689149009240391680,1/18/2016 18:15:02,0,@idaveprice @RandPaul,https://t.co/ExhQyGVEhL,31,0,0,RandPaul,1/18/2016 18:15:02
431,"RT @IngrahamAngle: Good Medicine: The strongest Republican against Clinton in the state is @realBenCarson, who leads her 44/40. http://t.co",631214557017542656,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631214557017542656,8/11/2015 21:24:12,0,@IngrahamAngle @realBenCarson,http://t.co,382,0,0,RealBenCarson,8/11/2015 21:24:12
432,RT @IowaGOPer: @GovMikeHuckabee scoring points with conservatives on what his litmus test for judges would be.,644540991177797632,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644540991177797632,9/17/2015 15:58:41,0,@IowaGOPer @GovMikeHuckabee,0,37,0,0,GovMikeHuckabee,9/17/2015 15:58:41
433,RT @jakedagel: Senator @tedcruz was greeted to a packed house at the Iowa office grand opening. #CruzCrew #IAHQ http://t.co/BbTdU7lLvW,647810050346520576,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647810050346520576,9/26/2015 16:28:46,#CruzCrew #IAHQ,@jakedagel @tedcruz,http://t.co/BbTdU7lLvW,0,0,0,tedcruz,9/26/2015 16:28:46
434,"RT @jaketapper: .@CNNSotu is live from Des Moines at the top of the hour with:

@BernieSanders 
@tedcruz 
@marcorubio https://t.co/E1Lf4sfK",693795138292752384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693795138292752384,1/31/2016 13:57:05,0,@jaketapper @BernieSanders @tedcruz @marcorubio,https://t.co/E1Lf4sfK,0,0,0,tedcruz,1/31/2016 13:57:05
435,"RT @jason_howerton: .@tedcruz campaign publicly challenges @nytimes to release ""so-called evidence"" on Cruz's book sales or apologize: http",619608519600308224,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619608519600308224,7/10/2015 20:45:57,0,@jason_howerton @nytimes,http,0,0,0,tedcruz,7/10/2015 20:45:57
436,"RT @JasonBWhitman: In fairness, @realDonaldTrump also donated to Reid and Pelosi.  https://t.co/I3zpb5DwfK",710670909799931904,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710670909799931904,3/18/2016 3:35:23,0,@JasonBWhitman @realDonaldTrump,https://t.co/I3zpb5DwfK,0,0,0,tedcruz,3/18/2016 3:35:23
437,"RT @jasonhidalgo: Politicians make decisions based on ideology, doctors make decisions based on evidencev says @RealBenCarson at Reno event",701546304715927552,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701546304715927552,2/21/2016 23:17:27,0,@jasonhidalgo @RealBenCarson,0,0,0,0,RealBenCarson,2/21/2016 23:17:27
438,RT @jaygatties: @JimWebbUSA Shines At A Recent Event In Iowa -- http://t.co/UQQF0WEyYY #Webb2016,633146872773902336,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633146872773902336,8/17/2015 5:22:32,#Webb2016,@jaygatties @JimWebbUSA,http://t.co/UQQF0WEyYY,5,0,http://blog.gatties.org/2015/08/jim-webb-shines-at-recent-event-in-iowa.html,JimWebbUSA,8/17/2015 5:22:32
439,"RT @jaynordlinger: I have done a podcast with @VictoriaCoates, the art historian who advises @tedcruz on foreign policy: https://t.co/bfRoY",685581363748012032,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685581363748012032,1/8/2016 21:58:29,0,@jaynordlinger @VictoriaCoates @tedcruz,https://t.co/bfRoY,0,0,0,tedcruz,1/8/2016 21:58:29
440,"RT @JBgrowl: @FoxNews @gov_gilmore please add him to the ""under card"" debate! The field is much smaller and we deserve to hear from him! #W",679497597690753024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679497597690753024,12/23/2015 3:03:46,#W,@JBgrowl @FoxNews @gov_gilmore,0,2,0,0,gov_gilmore,12/23/2015 3:03:46
441,RT @jcrsaltman: @JimWebbUSA Am a staunch Webb supporter. Glad for the positive reviews that have emerged. More needs to be done :exposure e,654788478002008064,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654788478002008064,10/15/2015 22:38:33,0,@jcrsaltman @JimWebbUSA,0,13,0,0,JimWebbUSA,10/15/2015 22:38:33
442,RT @JeanneShaheen: Women are standing with Hillary because Hillary stands with women #NHWomen4Hillary,640196028159905792,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640196028159905792,9/5/2015 16:13:22,#NHWomen4Hillary,@JeanneShaheen,0,0,0,0,HillaryClinton,9/5/2015 16:13:22
443,"RT @JenniferJJacobs: Ben Carson will throw 3 family festivals in Iowa Aug. 8-9 with main one 5-8 pm on Court Ave. bridge in DM Aug. 8, aide",625069396327837696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625069396327837696,7/25/2015 22:25:31,0,@JenniferJJacobs,0,53,0,0,RealBenCarson,7/25/2015 22:25:31
444,"RT @jesuschuygar: I'm in IOWA this weekend, in support of Bernie.  #feelthebern #Bernie2016 #BernieSanders https://t.co/T7w1gTmuoI https://",661194465764315136,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661194465764315136,11/2/2015 14:53:39,#feelthebern #Bernie2016 #BernieSanders,@jesuschuygar,https://t.co/T7w1gTmuoI https://,0,0,http://holaamericanews.com/holaiowa/2001-renowned-civil-rights-activist-in-iowa-to-announce-support-of-bernie-sanders-jesus-chuy-garcia-to-headline-lulac-banquet,BernieSanders,11/2/2015 14:53:39
445,RT @JimGilmore2016: @gov_gilmore For President 2016 #Gilmore2016  https://t.co/ikQvfueouH,685110309846126592,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685110309846126592,1/7/2016 14:46:41,#Gilmore2016,@JimGilmore2016 @gov_gilmore,https://t.co/ikQvfueouH,5,0,http://www.c-span.org/video/?401497-14/presidential-candidate-jim-gilmore-republican-jewish-coalition-presidential-forum,gov_gilmore,1/7/2016 14:46:41
446,RT @joestanley: Best part of my job is meeting great Democrats like Marge Sass in Harrison County. #WebbNation http://t.co/5YvhhPWZTx http:,624322460872110080,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,zoestan.csv,624322460872110080,7/23/2015 20:57:28,#WebbNation,@joestanley,http://t.co/5YvhhPWZTx http,3,0,0,JimWebbUSA,7/23/2015 20:57:28
447,RT @johnpodesta: We celebrate #earthday by signing a historic accordone that will have unmatched impact on our environment &amp; society https,723595685162061824,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,eamonemily.csv,723595685162061824,4/22/2016 19:33:49,#earthday,@johnpodesta,https,540,0,0,HillaryClinton,4/22/2016 19:33:49
448,RT @johnrobertsFox: .@LindseyGrahamSC assessment appears to be correct. @POTUS now putting boots on the ground in Syria,660133623367122944,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660133623367122944,10/30/2015 16:38:15,0,@johnrobertsFox @POTUS,0,10,0,0,LindseyGrahamSC,10/30/2015 16:38:15
449,"RT @josefmtz: ""When police officer breaks the law he/she must be held accountable"" #BernieInVegas  #FeelTheBern https://t.co/33K402koXq",681680749788041216,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681680749788041216,12/29/2015 3:38:50,#BernieInVegas #FeelTheBern,@josefmtz,https://t.co/33K402koXq,826,0,https://twitter.com/josefmtz/status/681672903604047874/photo/1,BernieSanders,12/29/2015 3:38:50
450,"RT @JosephOHern: .@MartinOMalley doing his bar stool thing at saints thanking volunteers, staff and supporters! #iacaucus https://t.co/M3Iu",665765133952622592,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,emilyzoe.csv,665765133952622592,11/15/2015 5:35:51,#iacaucus,@JosephOHern,https://t.co/M3Iu,12,0,https://t.co/M3Iu,MartinOMalley,11/15/2015 5:35:51
451,"RT @jst_mani: Meanwhile, Hillary blastin all the Republicans on snapchat  http://t.co/nY3S1eavau",644356128357412864,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644356128357412864,9/17/2015 3:44:07,0,@jst_mani,http://t.co/nY3S1eavau,0,0,0,HillaryClinton,9/17/2015 3:44:07
452,RT @JW4Hillary: El Paso Texas continues to set a great example for amazing #grassrootsOrganizing @HillaryClinton @AdamParkhomenko http://t.,605735848282308608,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,zoestan.csv,605735848282308608,6/2/2015 14:00:54,#grassrootsOrganizing,@JW4Hillary @HillaryClinton @AdamParkhomenko,http://t,0,0,0,HillaryClinton,6/2/2015 14:00:54
453,"RT @kai_newkirk: ""Is the system rigged?"" 

@lessig would have given a straight answer: yes. 

#LetLessigDebate #DemDebate",654118999580545024,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,staneamon.csv,654118999580545024,10/14/2015 2:18:17,#LetLessigDebate #DemDebate,@kai_newkirk @lessig,0,24,0,0,Lessig2016,10/14/2015 2:18:17
454,RT @kenshi84: I hope @Lessig will be included in the debate. https://t.co/Z9WTloQYFx,646066712815763456,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646066712815763456,9/21/2015 21:01:22,0,@kenshi84 @Lessig,https://t.co/Z9WTloQYFx,3,0,https://twitter.com/lessig2016/status/645969737575452672,Lessig2016,9/21/2015 21:01:22
455,RT @kgrohh: Manchester @HillaryforNH fellows are READY for @HillaryClinton #HillaryInNH JOIN the team: http://t.co/n7wvSJzX8n http://t.co/F,610581852081025024,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,emilyzoe.csv,610581852081025024,6/15/2015 22:57:12,#HillaryInNH,@kgrohh @HillaryforNH @HillaryClinton,http://t.co/n7wvSJzX8n http://t.co/F,0,0,0,HillaryClinton,6/15/2015 22:57:12
456,RT @KimNorvellDMR: .@RandPaul: 'I'm a loud voice for saying what we're doing is wrong' on national spending and debt. 'The system will brea,689208736846512128,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689208736846512128,1/18/2016 22:12:22,0,@KimNorvellDMR,0,56,0,0,RandPaul,1/18/2016 22:12:22
457,"RT @KimNorvellDMR: 'We are going to give the power back to the states and to the people,' @RandPaul says to applause in Sioux City.",693500722218799104,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693500722218799104,1/30/2016 18:27:11,0,@KimNorvellDMR @RandPaul,0,0,0,0,RandPaul,1/30/2016 18:27:11
458,RT @KonniBurton: @tedcruz on judicial activism: it is an enormous problem &amp; it is growing. #ntxforum,655849235569442816,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,eamonemily.csv,655849235569442816,10/18/2015 20:53:37,#ntxforum,@KonniBurton @tedcruz,0,0,0,0,tedcruz,10/18/2015 20:53:37
459,"RT @ksosanie: ""Iowans lifted up the voice of a new gen...we have work to do to build on Obama progress"" -@MartinOMalley #iacaucus https://t",690932542271172608,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690932542271172608,1/23/2016 16:22:09,#iacaucus,@ksosanie,https://t,25,0,0,MartinOMalley,1/23/2016 16:22:09
460,"RT @ksosanie: Boone woman yells out mid-speech to say ""nice job"" to @MartinOMalley in standing up to @TheDemocrats on #WeNeedDebate. #iacau",640295605559009280,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640295605559009280,9/5/2015 22:49:03,#WeNeedDebate #iacau,@ksosanie @MartinOMalley @TheDemocrats,0,13,0,0,MartinOMalley,9/5/2015 22:49:03
461,"RT @KThomasDC: With 200K members, postal workers' union is @BernieSanders biggest labor endorsement so far. https://t.co/FDrxCaReFe",664793468586323968,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664793468586323968,11/12/2015 13:14:48,0,@KThomasDC @BernieSanders,https://t.co/FDrxCaReFe,0,0,http://bigstory.ap.org/urn:publicid:ap.org:22ad982e895046ff81efea789f65100e,BernieSanders,11/12/2015 13:14:48
462,RT @kurtisalee: Three hours before Bernie Sanders rally in LA and line stretches two city blocks outside Memorial Sports Arena. http://t.co,630888843542175744,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,zoestan.csv,630888843542175744,8/10/2015 23:49:56,0,@kurtisalee,http://t.co,0,0,http://t.co/,BernieSanders,8/10/2015 23:49:56
463,"RT @LadyLiberty1885: Asked @tedcruz a  long question on #commoncore .. He said ""you had me at hello.."" Audience went nuts! #ncgop2015",606853166647398400,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606853166647398400,6/5/2015 16:00:44,#commoncore #ncgop2015,@LadyLiberty1885 @tedcruz,0,0,0,0,tedcruz,6/5/2015 16:00:44
464,RT @LaOpinionLA: O'Malley pide combatir retrica de odio de Donald Trump http://t.co/4msPgqyGRM http://t.co/Xy5kiGqEdz,633655569434439680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633655569434439680,8/18/2015 15:03:55,0,@LaOpinionLA,http://t.co/4msPgqyGRM http://t.co/Xy5kiGqEdz,17,0,http://www.laopinion.com/2015/08/17/omalley-pide-combatir-retorica-de-odio-de-donald-trump/?utm_medium=Social&utm_source=Twitter&utm_campaign=Echobox&utm_term=Autofeed https://twitter.com/LaOpinionLA/status/633551723144069120/photo/1,MartinOMalley,8/18/2015 15:03:55
465,"RT @LaurieJasperNH: Continue to be impressed by @JebBush ! Ready to be Commander in Chief day one! Love at first sight story @ColumbaBush,",700517704973684736,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700517704973684736,2/19/2016 3:10:10,0,@LaurieJasperNH @JebBush @ColumbaBush,0,43,0,0,JebBush,2/19/2016 3:10:10
466,RT @lessig: Presidential Campaign Announcement Event | Larry Lessig for President 2016  Support Lessig 2016 http://t.co/gPvSP24t17,641382607297605632,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,eamonemily.csv,641382607297605632,9/8/2015 22:48:24,0,@lessig,http://t.co/gPvSP24t17,63,0,https://lessig2016.us/nhlaunch/,Lessig2016,9/8/2015 22:48:24
467,RT @LifeNewsHQ: Oregon Pro-Life Group Endorses Ted Cruz: His Record on Pro-Life Issues is Impeccable https://t.co/g3HJwI4OXD #Cruz https:,720337705209450496,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720337705209450496,4/13/2016 19:47:46,#Cruz,@LifeNewsHQ,https://t.co/g3HJwI4OXD https,447,0,0,tedcruz,4/13/2016 19:47:46
468,RT @madeleine: Starting off today's swing through Iowa with a group of enthusiastic @HillaryClinton volunteers! @HillaryforIA https://t.co/,688495830551121920,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688495830551121920,1/16/2016 22:59:32,0,@madeleine @HillaryClinton @HillaryforIA,https://t.co/,285,0,0,HillaryClinton,1/16/2016 22:59:32
469,RT @marcfox10: Podium where @RealBenCarson will speak to supporters @phx convention Ctr at 6pm tonight. #fox10phoenix #BenCarson http://t.c,633781165107884032,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633781165107884032,8/18/2015 23:22:59,#fox10phoenix #BenCarson,@marcfox10 @RealBenCarson @phx,http://t.c,36,0,0,RealBenCarson,8/18/2015 23:22:59
470,"RT @maryaliceparks: .@BernieSanders: ""We can and must do much better for the native Americans in this country"" #FortCollins #Colorado",704133342162190336,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,kennedyeamon.csv,704133342162190336,2/29/2016 2:37:25,#FortCollins #Colorado,@maryaliceparks,0,0,0,0,BernieSanders,2/29/2016 2:37:25
471,RT @maryaliceparks: .@JimWebbUSA on @ThisWeekABC passionately defending military members' right to bear arms w/ @MarthaRaddatz,622765201549619200,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622765201549619200,7/19/2015 13:49:29,0,@maryaliceparks @ThisWeekABC @MarthaRaddatz,0,5,0,0,JimWebbUSA,7/19/2015 13:49:29
