,text,id,created_at,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder.y,src,X
151,".@CarlyFiorina ""The problems created by our bloated &amp; corrupt gvt rest more heavily on the shoulders of Millennials"" https://t.co/9O2wx2SyOv",666730034107826176,11/17/2015 21:30:02,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
152,.@CARLYforAmerica has teamed up w/ @YourVoiceYourAd to hear your thoughts. Tell them how you feel abt the economy at https://t.co/IuQrlmvZQD,681565341856575488,12/28/2015 20:00:15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,lauryn,christopherlauryn,0
153,.@GOP candidates continue to push out-of-date policies and spew hateful rhetoric on criminal justice reform https://t.co/90fPgTJPA2,660195983989411840,10/30/2015 20:46:03,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
154,".@MartinOMalley ""showed the most potential...successfully firing up a crowd full of partisans for rival candidates"" http://t.co/rjmFmTxmE7",622412502660313088,7/18/2015 14:27:59,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
155,.@realDonaldTrump thinks #HisWords are presidential. Not true. Watch: https://t.co/BByn9uFrj8,785572866100047872,10/10/2016 20:09:01,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
156,".@realDonaldTrump, what are you hiding? https://t.co/ZbTjQicjaF",779075054638239744,9/22/2016 21:49:02,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
157,.@tedcruz's extreme rhetoric has no place in a nation of immigrants https://t.co/Agg7v8ui7t,665220844084314112,11/13/2015 17:33:03,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
158,"""I donate $10 a month to Clinton."" - economist who backed Bernie Sanders' economic plans https://t.co/BZ7iENDzX7",700426328118398976,2/18/2016 21:07:04,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
159,"""These r frontrunners for @GOP nom &amp; rightwing special interests are going to do everything they can"" to elect them https://t.co/qiSzzLveyZ",694615835923648512,2/2/2016 20:18:15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
160,"""Trump's not the only Republican making dubious claims.""
READ: https://t.co/X4Pnpf7HKr via @POLITICOMag",681484264987176960,12/28/2015 14:38:04,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
161,"[@CarlyFiorina] has foreign policy experience, great command of current events and will lead us back to greatness https://t.co/VBvpAz80Bs",675418827128111104,12/11/2015 20:56:11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
162,@_Makada_ Help @realDonaldTrump #BuildTheWall https://t.co/hgBen5CdO7,774284931174326272,9/9/2016 16:34:47,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,lauryn,christopherlauryn,0
163,@1BeautifulKarma More people need to learn about @BernieSanders! Help us spread the word with this Thunderclap https://t.co/Qt2q9db4hd,649701590673293312,10/1/2015 21:45:04,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christopherlauryn,0
164,@BlissTabitha help @realDonaldTrump #BuildTheWall https://t.co/hgBen5CdO7,778420619931070464,9/21/2016 2:28:32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,lauryn,christopherlauryn,0
165,@charlesmunn1 More people need to learn about @BernieSanders! Help us spread the word with this Thunderclap http://t.co/Qt2q9db4hd,649032213867143168,9/30/2015 1:25:12,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christopherlauryn,0
166,@sandlotjoe @BernieSanders @AlisonSpalding2 Read more here http://t.co/zaMDn1fMfX,636803695707951104,8/27/2015 7:33:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,christopherlauryn,0
167,"#Trumps actions in Atlantic City make the citys former mayor ask this question.
https://t.co/9zPktnphAz https://t.co/OTprpBPt0k",768239161996300288,8/24/2016 0:11:04,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
168,Big news: @vincentsheheen endorses @MartinOMalley and will co-chair his campaign in South Carolina #NewLeadership https://t.co/2xxFJNifnq,657294146684735488,10/22/2015 20:35:11,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
169,"Chairman of the @OfficialCBC, @GKButterfield endorses @HillaryClinton https://t.co/KjAErLn7jW",685222123242176512,1/7/2016 22:10:59,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
170,Conservative reviews are in: #BenghaziHearing a bust https://t.co/oXOOXufHk0 via @sahilkapur,657366027760746496,10/23/2015 1:20:48,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
171,Eight New Hampshire mayors and mayors-elect came out in support of @HillaryClintons infrastructure plan https://t.co/OKGoCWaAR4 #fitn,671728050707435520,12/1/2015 16:30:22,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
172,Four dozen GOP candidates were asked if theyd campaign with Trump. Hardly any said yes. https://t.co/2PC41uOqlp,760957692382883840,8/3/2016 21:57:06,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
173,"From NATO to ISIS, Trump told a staggering amount of lies within 16 hours. Check it out. https://t.co/L2EVk2tptO",726170478042189824,4/29/2016 22:05:08,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,lauryn,christopherlauryn,0
174,"GOP Party of KY Executive Director Mike Biagi ""I am pleased that she will compete for the votes of KY Republicans"" https://t.co/PZ298RRrgl",682697773196550144,12/31/2015 23:00:07,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
175,"Great start to this weekend! We will be making calls &amp; door knocks all day, every day 4 @JohnKasich #Kasich4Us #FITN https://t.co/ysaqAfGkVK",695745496313364480,2/5/2016 23:07:07,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
176,Great warm up for #GOPDebate - excellent @tedcruz interview on @seanhannity radio: http://t.co/Uv9y0tAN7p #MakeDCListen #WashingtonCartel,629426871504011264,8/6/2015 23:00:35,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
177,"http://t.co/EX5Ch3qOsE
#CruzCrew
https://t.co/P13fUDgnKS
#TedCruz2016 Let's Reignite America
https://t.co/06dz5IXpGj http://t.co/8K05tAgDQa",590655168821207040,4/21/2015 23:15:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christopherlauryn,0
178,"I have been honored to receive the endorsement of America's Border Patrol Agents, and will work directly with them to protect the",756324150889869312,7/22/2016 3:05:04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
179,"It's been a pretty untruthful day for @realDonaldTrump. ""4 pinocchios""-@washingtonpost &amp; ""pants on fire""-@PolitiFact https://t.co/5ChIjl0hXU",698212107393896448,2/12/2016 18:28:33,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
180,Let's begin! #GOPDebate,629457994460332032,8/7/2015 1:04:15,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
181,Let's get ready to rumble!!!!! #CNNDebate,703032192679731200,2/26/2016 1:41:51,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
182,Marco Rubio: This Is The Moment They Said Would Never Happen. Watch now: https://t.co/0uBOjbcm3e #Marcomentum #NHpolitics,694645234790105088,2/2/2016 22:15:04,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn,0
183,Meet Dr. Carson's favorite bible verse http://t.co/UeuhVr2wKG,643069948693053440,9/13/2015 14:33:18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
184,MT @KarrattiPaul: it's high time for a real statesman. http://t.co/njrMrTrlmM #CruzCrew #PJNET,625823247074865152,7/28/2015 0:21:03,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
185,Nobody knows more about how to secure the border than @GovernorPerry #RSG15 http://t.co/WdN8bMpweF,629680364034859008,8/7/2015 15:47:52,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
186,Our latest TV ad shows just how dangerous members of the GOP think Trump would be as president.  https://t.co/BLLq4sTPgr,761276799082909696,8/4/2016 19:05:07,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
187,Re: State of the Race #DemDebate https://t.co/wREBdFQSc6,707750764383510528,3/10/2016 2:11:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
188,"Robotic @marcorubio ""reminded me of the science fiction film Blade Runner."" WATCH: 
#FITN #NHPrimary https://t.co/xyRwOXXBRF",696398104740823040,2/7/2016 18:20:21,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn,0
189,RT @a_ehrenzeller: @RealBenCarson is looking strong like the phenom @vitorbelfort in tonight's #CNBCGOPDebate #likealion,659545970334674944,10/29/2015 1:43:07,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
190,"RT @AudreyScagnelli: 14 more NH endorsements for @CarlyFiorina, including frmr state Sen. Ray White, 4 state reps. Reported by @jdistaso: h",688065373019570176,1/15/2016 18:29:03,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
191,"RT @BernieSanders: .@Walmart shouldnt be allowed to pay workers wages so low that many qualify for Medicaid, food stamps, and government h",670634937641525248,11/28/2015 16:06:43,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
192,"RT @BernieSanders: We bailed out Wall Street, its their turn to bail out the middle class and help our kids go to college tuition-free. #D",665721539237670912,11/15/2015 2:42:38,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,christopher,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
193,"RT @cascamike: do the #DebateWithBernie right &amp; follow the @BernieSanders press team: 

@ariannaijones 
@SymoneDSanders 
@kartpath https://",678361619857063936,12/19/2015 23:49:48,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn,0
194,"RT @DarleneHBrook: @geertwilderspvv http://t.co/ABhmqjwcPH
@tedcruz @tedcruz45 #CruzCrew
#1A #2A #Constitution #IStandWithTedCruz http://t.",595598262867922944,5/5/2015 14:37:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lauryn,christopherlauryn,0
195,"RT @DrMartyFox: #WakeUpAmerica 

CLINTON #PRESSTITUTE Stephanopolous 

HID #ClintonFoundation 
DONATION

 http://t.co/EDG7HFmUpm http:/",598982101170425856,5/14/2015 22:43:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
196,"RT @FoxNews: .@RealBenCarson: ""I'm not going to use this opportunity to savage the reputation of @tedcruz."" #GOPDebate",696143297073455104,2/7/2016 1:27:50,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
197,"RT @FoxNews: .@RealBenCarson: I was petitioned by the people and as long as I have support of We the People, I will continue to go. #H",697626409112461312,2/11/2016 3:41:11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
198,"RT @FoxNews: Tomorrow on @FoxNewsSunday, @CarlyFiorina will discuss ISIS, @POTUS, &amp; 2016. Tune in at 2p &amp; 6p ET! https://t.co/4Y3zkqkcPC",670726846384898048,11/28/2015 22:11:56,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn,0
199,RT @iowacruzgirl: @FrankLuntz @tedcruz is the only one talking policy!!!! He is NOT name calling and staying out of it! Rubio and Trump are,705587825463443456,3/4/2016 2:57:01,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
200,RT @jasondhorowitz: Sanders campaign now tells me it has raised $3 million in the 24 hours since the speech in Des Moines. 4 in 10 donors w,694874765262209024,2/3/2016 13:27:08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
201,RT @JeremyAdler: SC newspaper headlines show huge #Marcomentum is building! https://t.co/oz7J9KHzyK https://t.co/NzYqkNPMbY,700427537210445824,2/18/2016 21:11:52,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
202,RT @JustinBarasky: More #Marcomentum https://t.co/mlU5gndYVp,707653031630741504,3/9/2016 19:43:24,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
203,"RT @megynkelly: Running for president is tough. Serving as president, which should be the objective, is a little harder, says @JebBush. #",597939356611973120,5/12/2015 1:40:26,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
204,"RT @NatSecCNN: CNN: Rubio, Cotton throw Iran bill passage into question http://t.co/uy5eoDdljW from @tedbarrettcnn",593916596797591552,4/30/2015 23:15:25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
205,"RT @NolteNC: Goo answer from Ted Cruz on Supreme Court fights. 

Establishment sucks.",644335399037480960,9/17/2015 2:21:44,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lauryn,christopherlauryn,0
206,"RT @PolitiFact: Trump said, 'Crime is rising.' It's not (and hasn't been for decades). Pants on Fire. https://t.co/fGfEN7HE8b https://t.co/",741025457588580352,6/9/2016 21:53:31,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,christopher,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
207,RT @RealBenCarson: Had a wonderful time speaking with the congregation at @iamcornerstone! Great to see so many people in attendance. https,673694923665727488,12/7/2015 2:46:01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
208,"RT @RealBenCarson: Pres. Obama has told us to trust him on gun rights - just like ""if you like your doctor, you can keep your doctor"".
http",684454252136108032,1/5/2016 19:19:44,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
209,RT @ReignitePromise: Support #TedCruz and join us live during the #GOPDebate. #CruzCrew https://t.co/WlMPRsoT8W,659523514798579712,10/29/2015 0:13:53,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,lauryn,christopherlauryn,0
210,RT @RMConservative: @MarkSKrikorian that could be accomplished by getting rid of chain migration and diversity lottery - roughly 260k worth.,596513848661712896,5/8/2015 3:15:58,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
211,RT @SenTomCotton: Today on #PeaceOfficersMemorialDay we honor those who sacrificed their lives to keep us safe. #PoliceWeek,599235100648189952,5/15/2015 15:29:15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
212,RT @ShaneGoldmacher: Tons of press at Cruz's first IA event https://t.co/zbiBmDx3f0,684041807521558528,1/4/2016 16:00:50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
213,"RT @TheBriefing2016: 3. Trump said he would like to go back to a time where women get abortions illegally. Seriously. #WomanCard 

https://",725779615319527424,4/28/2016 20:11:59,-1,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,christopher,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
214,"RT @TheBriefing2016: WSJ: Clinton Vows Not to Raise Taxes on Families Earning Less Than $250,000 https://t.co/7eKsPT9ktA",666047284669476864,11/16/2015 0:17:01,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,christopher,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
215,"RT @VoteMeadows: Huge night for @tedcruz -- the more voters hear from him, they realize he's the real deal to take on the Washington machin",706260705989763072,3/5/2016 23:30:48,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
216,"RT @whignewtons: ""How @CarlyFiorina managed and advised the poobahs at Langley.""  https://t.co/1ihBk6oh2L #CarlyFiorina",676948644696862720,12/16/2015 2:15:08,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
217,"RT @WSJPolitics: Ted Cruz raised $12.2 million in 3rd quarter, eclipsing GOP rival Marco Rubio http://t.co/GuI856N1Ep",652501576372891648,10/9/2015 15:11:13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,christopherlauryn,0
218,"Scott Cooper ""@CarlyFiorina is a true leader in every sense of the word"" via @BreitbartNews  https://t.co/QCuqyvXKXw #Carly2016",672898218334679040,12/4/2015 22:00:11,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
219,So What HAS Hillary Done In The Past 30 Or 40 Years? https://t.co/zSddKLWzda,786687708554989568,10/13/2016 21:59:00,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
220,The LGBT community has come too far to lose its seat at the table. https://t.co/gW0ZrlfIJ1,770302839461675008,8/29/2016 16:51:23,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,christopher,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lauryn,christopherlauryn,0
221,We can't count on Donald Trump in these dangerous times. https://t.co/hnsNJYzfGf https://t.co/a4kQFlGhas,705155276593213440,3/2/2016 22:18:13,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
222,Were ready to fight back against GOP attacks on @HillaryClinton - and weve got the fundraising numbers to do it.  https://t.co/wnr6eN2O2b,722844683718623232,4/20/2016 17:49:37,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
223,"What does the #WrongForUs @GOP think about tax fairness in America? Check it out.
https://t.co/qt0Gb5mYUs",664147109604552704,11/10/2015 18:26:24,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,lauryn,christopherlauryn,0
224,Where is @RepJoeWilson when you need him? #DemTownHall,702318072552628224,2/24/2016 2:24:11,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christopher,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,christopherlauryn,0
225,"With Iowa hours away, @realDonaldTrump runs to the right, calling for a reversal on same-sex marriage https://t.co/0aoAf5i41O",694271064302419968,2/1/2016 21:28:15,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christopher,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,christopherlauryn,0
226,".@CarlyFiorina I take every media interview as an opportunity to answer real questions and educate people."" https://t.co/MQGrFfzSze",6.7E+17,11/27/2015 18:00:00,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilychristian,0
227,.@CarlyFiorina on the Colorado shooting at Planned Parenthood https://t.co/YkcWR3rZSD #Carly2016,6.71E+17,11/30/2015 1:00:00,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,christian,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilychristian,0
