id,created_at,text,Sentiment....1.negative..0.neutral..1.positive.,Political...0.no..1.yes.,Ideology....1.liberal..0.neutral..1.conservative.,Immigration,Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,National.Security..Veterans..Military..Foreign.Terrorism.,Crime...Law.Enforcement..Police..Guns..Second.Amendment.,Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,Education,Health.Care..Obamacare.,Governance,No.Policy.Content,Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,Asks.you.to.watch.something.share.something.follow.something,Misc..other.plea.for.action,Makes.a.Factual.or.Verifiable.Claim,Expresses.an.Opinion
7.58762E+17,7/28/16,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",-1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.28972E+17,5/7/16,"Join me in Washington today!Spokane tickets:https://t.co/McBZgICMgsLynden tickets:https://t.co/MTu0GEM7Dx https://t.co/C7HhNvO01T",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.5042E+17,7/5/16,"""There has never been any man or woman more qualified for this office than Hillary Clinton. That's the truth."" @POTUS",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.76622E+17,9/16/16,President Obamas successor cannot and will not be the man who led the racist birther movement. Period.,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.58846E+17,7/29/16,Getting ready. https://t.co/9ik6n738DO,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.36308E+17,5/27/16,"Thank you.But not defending, providing some twittereality to a very difficult conundrum.  https://t.co/EdBn36PlIt",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.84471E+17,10/7/16,Holding a Senate Committee Hearing on the rising cost of prescriptions. It's time we make it easier for families to https://t.co/mAzAkc3NBj,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
7.84803E+17,10/8/16,"RT @GlobeOpinion: .@GlobeOpinion endorses: Run, don't walk, to your polling place and vote for @HillaryClinton for president. https://t.co/",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.41983E+17,6/12/16,Ohio has lost a legendary leader. We are all better for George Voinovich's service. Join me in lifting up Janet &amp; her family in prayer.,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.73947E+17,9/8/16,Great teamwork getting drugs off the streets of Cleveland. https://t.co/Dxgqr2ftbd,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.34827E+17,5/23/16,.@HillaryClinton: [Trumps] talking about more hatred and violence in our streets. https://t.co/hDPGGDdeoB,-1,1,-1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.46808E+17,6/25/16,Sign Up to be on Team Virginia....https://t.co/cT14duZiQq https://t.co/CVDspuP31n,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.81896E+17,9/30/16,"National service has always been a bipartisan goal. When it's hard to find common ground, its important we come together where we can.",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.66365E+17,8/18/16,"RT @robportman: ""I've known Rob for a long time and I have faith that he will make our country better in the Senate!"" -@JohnKasich https://",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.5791E+17,7/26/16,"We have had some great answers to how @realDonaldTrump will #MAGA, keep them coming!! #trumpence2016",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.58789E+17,7/28/16,RT @timkaine: It was the honor of my life to accept the Democratic nomination for vice president. I won't let you down. https://t.co/91PGJK,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.55205E+17,7/19/16,". @KenCuccinelli our country needs @GOP to unite to defeat Hillary, not fight one another. #RNCinCLE",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.9652E+17,11/10/16,Big winners last night!!  2nd Amendment &amp; NRA courtesy of LaRue Tactical &amp; a few good shooters!! https://t.co/qX3D8vbsfT,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.79051E+17,9/22/16,75 retired senior diplomats sign an open letter opposing @realDonaldTrump as president: https://t.co/8eQtEo1Gto,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.96169E+17,11/9/16,"This team has so much to be proud of. Whatever happens tonight, thank you for everything. https://t.co/x13iWOzILL",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.56311E+17,7/22/16,American families need relief -- Ivanka #RNCinCLE #gopconvention,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
8.19671E+17,1/12/17,In the middle of the night Republicans took step 1 toward taking health care from 30 million people. Fight back! https://t.co/oVtr4LCpHV,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1
7.34448E+17,5/22/16,Went to Northpoint for burgers between ceremonies &amp; I met a super vet who graduated from UWM on WI GI Bill. https://t.co/SFTpgt4qhL,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.45285E+17,6/21/16,"It was a pleasure to join @darrylglenn2016 on the campaign trail yesterday in Colorado  we need him in the Senate!https://t.co/muwcPEhXPJ",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.56334E+17,7/22/16,"If you agree that we are better than what we saw at #RNCinCLE &amp; that we are stronger together, get involved here: https://t.co/JsjSUqh8hH",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.27195E+17,5/2/16,"Names a running mate. Gets no boost &amp; gets badly roasted by colleagues a few hours later. Tough luck, Ted. https://t.co/Cc76rJ5Ad6",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.46466E+17,6/24/16,America needs YOU to run! https://t.co/ttPLNjzB5p https://t.co/erTOm9x8AP,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.87056E+17,10/14/16,"Meet six-year-old Jaylon and his momresidents of Flint, Michigan, and friends of Hillary's: https://t.co/jMYzbjgi69",1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.63874E+17,8/11/16,"Obamacare is ""leaving customers facing higher costs and fewer options."" #FullRepeal now: https://t.co/IeWvSy6rQG https://t.co/Jabc4yUT8Z",-1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
7.90611E+17,10/24/16,"Make Paul Ryans nightmare come true: Elect Democrats to the Senate  Make Bernie a chairman  Enact a progressive agenda. #ThanksPaul",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.97544E+17,11/12/16,.@brechtgirl - stay strong  #TeamMarco https://t.co/gcrms1UA32,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.5037E+17,7/5/16,One of #Trump's key strategies for success: ripping people off. https://t.co/2YpmYRyLRQ via @njdotcom,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.56319E+17,7/22/16,", puts our country at risk, lies about it in every different form and faces no consequence",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.61009E+17,8/4/16,.@RealBenCarson was given a chance to clarify but doubled down on the stance the Khans should apologize to #Trump. https://t.co/uAokEvwfGY,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.55168E+17,7/18/16,Welcome to Cleveland @CarlosMSada! We have much in common including our belief in free and fair trade. https://t.co/FLEwodcQT7,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.65234E+17,8/15/16,RT @politico: Happening today: @realDonaldTrump to urge ideological test for immigrants https://t.co/HzxDleNn70 | AP Photo https://t.co/ZeS,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
8.08416E+17,12/12/16,"JOBSOHIO: Ohio is a heavyweight when it comes to doing business globally and attracting foreign investment.https://t.co/FXO5Lt8Xo7",1,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.48256E+17,6/29/16,It's official: @realDonaldTrump has broken the political lie meter. https://t.co/t7BoiScyf1 #TrumpLies,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.76141E+17,9/14/16,RT @GlennThrush: Trump 'transparency' -handing one-page note from doc who admitted ginning up last note to a TV doc whose professionalism h,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.86873E+17,10/14/16,READ: A Republican voter's twitter rant on @realDonaldTrump and the @GOP https://t.co/UM50nFYtGC,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
8.17476E+17,1/6/17,Spoke to @TSA administrator to get latest info on #FortLauderdale airport shooting. #FLL,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.8405E+17,10/6/16,Speaking with @CNN right now.,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.41664E+17,6/11/16,#ThankYouBernie #StillSanders https://t.co/frs0vP9F5Y,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.39862E+17,6/6/16,U.S. Confusion Over Definition of Immanent Threat Enables Abuse of Executive Power https://t.co/0GEBexCUZu @RandPaul #StandWithRand,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
7.27645E+17,5/3/16,"RT @UniPolitica: ""Vamos a crear un salario con el que se puede vivir"", $15 la hora propone @BernieSanders #IndianaPrimary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.51945E+17,7/10/16,"The current federal min. wage is a starvation wage. Looking forward to this living wage of $15 an hour becoming law.https://t.co/iLJCMAGnUS",-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.99642E+17,11/18/16,RT @politico: How @BernieSanders helped make Burlington one of the most energy self-sufficient cities in the United States https://t.co/ID1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
7.29317E+17,5/8/16,Debemos acabar con las crceles con fines de lucro. https://t.co/6V7G9QzeTv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.34818E+17,5/23/16,The. Revolution. Is. On. #StillSanders #FeelTheBern Sign on here: https://t.co/F7jBMuHpwz,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.45042E+17,6/20/16,"@robertdgray Hi Rob! We just launched a powerful TV spot,"" The enemy"" feat. a former Navy SEAL. Please check it out! https://t.co/zJTtjnqfgD",1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
7.30037E+17,5/10/16,"West Virginians, head to the polls today. RT this if youre voting for Hillary. https://t.co/2ECEOO7DYh",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.80738E+17,9/27/16,Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance: https://t.co/o50AezGRrb,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.32635E+17,5/17/16,RT @PaulBegala: Sure seems like our new @prioritiesUSA ad has gotten under @realDonaldTrump's toupee.  See for yourself: https://t.co/ECtRJ,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.50807E+17,7/6/16,RT @awaldeck: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours https://t.co/M9,-1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.30502E+17,5/11/16,"People like the way Im doing. You sure about that one, @realdonaldtrump? https://t.co/UKQZhkv6eS",-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.7103E+17,8/31/16,"""I completely reject anyone, including my opponent, who calls the American military a 'disaster.'"" Hillary to the @AmericanLegion",-1,1,-1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.58649E+17,7/28/16,"RT @pink_lady56: Ad being run during #CrookedHillary's speech today!#DemConvention #DemsInPhilly  #DNCinPHL https://t.co/V348MOTzpz",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.8531E+17,10/10/16,".@HillaryClinton is a fighter. And she just proved, once again, that she's the only candidate who has what it takes to be POTUS. #Debate",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.92134E+17,10/28/16,"""You have a chance to elect a woman, our first female president, who has spent her entire life moving this country forward. @POTUS",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.56548E+17,7/22/16,Donald Trumps Convention Is Flirting With Disaster https://t.co/CJDiuY8mGn,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.50668E+17,7/6/16,"Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.47886E+17,6/28/16,"""None of the...congressional investigations into the attacks have faulted Clinton."" https://t.co/onAOUF3mEA https://t.co/4umbx0CghN",0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
8.02569E+17,11/26/16,"#FidelCastro ""created repressive state where his secret police &amp; pro-government mobs attacked those who dared to call for democratic change""",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.6885E+17,8/25/16,RT @nobarriers2016: .@realDonaldTrump has shown his true colors. Believe him. #StrongerTogether https://t.co/mBTeeM0o6b,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.64995E+17,8/15/16,RT @JudgeTedPoe: Congratulations to @Simone_Biles for her 3rd Olympic Gold! TX-02 is proud of you! #TeamUSA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.59893E+17,7/31/16,RT @TheMissLee: Our team had a wonderful day at the Latino Festival in Woodbridge today! #TeamVA #LeadRight2016  https://t.co/TndF5g2Lh6,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.55968E+17,7/21/16,RT @HillaryClinton: Vote your conscience. https://t.co/xahMq2sU1q,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.5576E+17,7/20/16,"ICYMI: All the fictions, falsehoods and fabrications on Day 2 of #RNCinCLE https://t.co/QC2whWyuEr",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.45307E+17,6/21/16,.@realDonaldTrump is using his campaign to pay his own businesses: https://t.co/uMbFKorVVX,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.81925E+17,9/30/16,"RT @TheDemocrats: Warning: This video contains offensive language, inappropriate behavior, and blatant misogyny. Voter discretion is advis",-1,1,-1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.85286E+17,10/10/16,"RT @TeamTrump: .@HillaryClinton just claimed she has a ""positive, optimistic view"" for America. #Debates https://t.co/hOWJYZbD7v",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.59046E+17,7/29/16,They're ready to unite this country. #StrongerTogether #DemsInPhilly https://t.co/okIxSndNAV,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.84793E+17,10/8/16,About to begin aerial tour of damage in NE #Florida from #HurricaneMatthew with @USCG @USCGSoutheast,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.79328E+17,9/23/16,"RT @jfradioshow: ""Clinton's program is just not good in just the African American community... It's not good in any community""- @gov_gilmore",-1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.38738E+17,6/3/16,I have to say that I am delighted that Sec. Clinton month after month seems to be adopting more of the positions that we have advocated.,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.46058E+17,6/23/16,Our inner cities have been left behind. We will never have the resources to support our people if we have an open border.,-1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.9545E+17,11/7/16,"This election is about youyour dreams,your aspirations,your hopes,your family,your community. Hillaryhttps://t.co/3TKJ4H68Kz",1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.349E+17,5/24/16,"I am disappointed but not surprised by Secretary Clintons unwillingness to debate before the largest primary. https://t.co/tQPIWppgEM",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.77315E+17,9/18/16,@marilynkj help @realDonaldTrump #BuildTheWall https://t.co/hgBen5CdO7,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
7.8394E+17,10/6/16,#News Whos Sorry Now? The Country - Clinton even leads Trump when it comes to apologies. https://t.co/NFDPbkKF5g,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.79067E+17,9/22/16,@MarieMa49685063 Get your FREE #CrookedHillary bumper sticker today! https://t.co/fPLtgFtGH7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.63375E+17,8/10/16,".@realDonaldTrump's tax plan is ""seen as boon for rich."" READ: https://t.co/ofAskbbryz",-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
7.67116E+17,8/20/16,Krauthammer nails it again. President Obama's foreign policy has made us less safe. https://t.co/x8eHBk9QlM,-1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.83473E+17,10/5/16,Both are looking good! Now we begin!,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.80435E+17,9/26/16,I refuse to stand idly by while our hard earned tax dollars are spent overseas on countries who hate us. https://t.co/4K168I92DI,-1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.4998E+17,7/4/16,Here's to 240 years of progress. https://t.co/rxZa7Niodt,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.70691E+17,8/30/16,"RT @KatrinaNation: Trump's impact on children-- teachers finding increase in bullying, anger &amp; fear among kids of color/  https://t.co/D9s5",-1,1,-1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
7.56188E+17,7/21/16,"RT @HillaryClinton: ""A sniveling coward"" ""Carnival barker""Just some of the things Republicans at the #RNCinCLE have said about Trump: htt",-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.68517E+17,8/24/16,Getting prepped and ready to speak with @FoxNews @ShannonBream in just a few minutes. https://t.co/mPeXgNKoY7,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.42781E+17,6/14/16,Facts werent a thing @realDonaldTrump bothered much with in his speech. https://t.co/FILOSklkvT,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.56308E+17,7/22/16,WE ARE SO EXCITED TO HEAR @realDonaldTrump SPEAK TONIGHT!! ARE YOU??? #RNCinCLE #gopconvention,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.34053E+17,5/21/16,Help amplify our message with other supporters using social media. Join Connect. https://t.co/QjTOY0DzgL #NotMeUs,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.63147E+17,8/9/16,#Trump can't stop repeating already-debunked claims: https://t.co/kX7B79aB4N #TrumpLies,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.71086E+17,8/31/16,.@GuyCecil: We will do everything we can to ensure he loses by as much as possible in as many places as possible. https://t.co/obttpY4pWI,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
8.06114E+17,12/6/16,"My friend @replouiegohmert fighting government bullies &amp; hopefully winning. Hey Louie, do you deliver to Russell? https://t.co/n34Cn3DKJw",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.63116E+17,8/9/16,Fact checking @realDonaldTrump's economic speech: https://t.co/fJ0RbzpKN7 #TrumpLies,-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.65965E+17,8/17/16,.@GuyCecil was on @msnbc last night to discuss our ad strategy in the coming weeks. Check it out! https://t.co/SDGntYzN9z,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1
7.32715E+17,5/17/16,"RT @HillaryClinton: Who benefits from Trump's tax plan?Billionairesand millionaires like him. https://t.co/COJ4TPXvm2 https://t.co/o0V6G",-1,1,-1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.85324E+17,10/10/16,"Thank you St. Louis, Missouri!#MakeAmericaGreatAgain  https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.6816E+17,8/23/16,We need leadership in the @WhiteHouse!!! Only @realDonaldTrump can provide that!! Watch and RT!!! #TrumpTrain #MAGA https://t.co/nKucHNfc7G,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.77568E+17,9/18/16,@NunnyFB you should join the #TrumpTrain. Sign up today! https://t.co/rpkYQB91Ru,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.74701E+17,9/10/16,@TraceyTheisen you should join the #TrumpTrain. Sign up today! https://t.co/rpkYQBqDg4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.83311E+17,10/4/16,RT @AFLCIO: .@timkaine earned a 96% approval rating from us as a Senator #VPDebate https://t.co/qhsFr9c0GM,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.54474E+17,7/17/16,We need a grassroots movement to tell the Koch brothers and the billionaire class that they won't be able to continue to buy elections.,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.38132E+17,6/1/16,Crooked Hillary Clinton is a fraud who has put the public and country at risk by her illegal and very stupid use of e-mails. Many missing!,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.46026E+17,6/23/16,Senate Republicans must stop playing politics and confirm a ninth justice to the Supreme Court.,-1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
7.67798E+17,8/22/16,Show your support for Donald Trump! Sign the petition today! https://t.co/qk5cO9DYdP https://t.co/EMGDUSq6T3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.88442E+17,10/18/16,"Wow-Clinton corruption--and criminality--runs deep. Undercover video shows Dems faking protests, provoking violence. https://t.co/mHDgBlCPbw",-1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
7.45E+17,6/21/16,About to question the witnesses in Senate Armed Services Committee.  WATCH: https://t.co/xqrMz2rROD,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA
8.22E+17,1/18/17,Ruling marks a monumental moment in lives of 90k students who receive a quality education through Floridas Tax-Cre https://t.co/fTrzUfNipN,1,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
7.81E+17,9/29/16,Donald Trump brags about not contributing to vital programs that help millions of Americans. Hes unfit to be our p https://t.co/HKWFFvfLv0,-1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.66E+17,8/17/16,The Obama Administration's plan to give away control of the internet is an extraordinary threat to freedom https://t.co/f9I6NPpPDU,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.73E+17,9/6/16,News Update: A Heros Burial for a Long-Dead Dictator - The Philippines new president wants to move Ferdinand ... https://t.co/eqXr3lyYBR,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.96E+17,11/9/16,RT @NRSC: Retweet to Congratulate @JohnnyIsakson! #GASen https://t.co/zKfQbVRCBq,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
7.60E+17,8/1/16,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
7.62E+17,8/5/16,"Absolutely despicable to see #Fatah, Pres. Abbas party, proudly list the killing of 11,000 Israelis as a main achievement on Facebook.",-1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.55E+17,7/18/16,"#Trump on @mike_pence on Iraq: ""He's entitled to make a mistake."" https://t.co/JfZECxVc88",0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.95E+17,11/5/16,"RT @RWLooser_III: @marcorubio burning the midnight oil in Kissimmee, FL. FIVE events in ONE day. #TeamMarco is back on the trail tomorrow!",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
7.61E+17,8/3/16,Trumps continues four Pinocchio claim that Clinton started the talks to give $400 million to Iran. https://t.co/C7XeBI4EgA,-1,1,-1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7.89E+17,10/20/16,RT @realDonaldTrump: That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
